Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - tile.extrautils:pureLove.name
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Bedrockium
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra Colorido (Frequência Branca)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra Colorido (Frequência Laranja)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra Colorido (Frequência Magenta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra Colorido (Frequência Azul-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra Colorido (Frequência Amarela)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra Colorido (Frequência Verde-Lima)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra Colorido (Frequência Rosa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra Colorido (Frequência Cinza)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra Colorido (Frequência Cinza-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra Colorido (Frequência Ciano)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra Colorido (Frequência Roxa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra Colorido (Frequência Azul)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra Colorido (Frequência Marrom)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra Colorido (Frequência Verde)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra Colorido (Frequência Vermelha)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos de Pedra Colorido (Frequência Preta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Carvalho Colorido (Frequência Branca)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Carvalho Colorido (Frequência Laranja)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Carvalho Colorido (Frequência Magenta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Carvalho Colorido (Frequência Azul-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Carvalho Colorido (Frequência Amarela)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Carvalho Colorido (Frequência Verde-Lima)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Carvalho Colorido (Frequência Rosa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Carvalho Colorido (Frequência Cinza)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Carvalho Colorido (Frequência Cinza-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Carvalho Colorido (Frequência Ciano)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Carvalho Colorido (Frequência Roxa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Carvalho Colorido (Frequência Azul)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Carvalho Colorido (Frequência Marrom)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Carvalho Colorido (Frequência Verde)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Carvalho Colorido (Frequência Vermelha)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tábuas de Carvalho Colorido (Frequência Preta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Luminosa Colorido (Frequência Branca)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Luminosa Colorido (Frequência Laranja)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Luminosa Colorido (Frequência Magenta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Luminosa Colorido (Frequência Azul-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Luminosa Colorido (Frequência Amarela)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Luminosa Colorido (Frequência Verde-Lima)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Luminosa Colorido (Frequência Rosa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Luminosa Colorido (Frequência Cinza)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Luminosa Colorido (Frequência Cinza-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Luminosa Colorido (Frequência Ciano)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Luminosa Colorido (Frequência Roxa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Luminosa Colorido (Frequência Azul)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Luminosa Colorido (Frequência Marrom)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Luminosa Colorido (Frequência Verde)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Luminosa Colorido (Frequência Vermelha)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Luminosa Colorido (Frequência Preta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Colorido (Frequência Branca)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Colorido (Frequência Laranja)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Colorido (Frequência Magenta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Colorido (Frequência Azul-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Colorido (Frequência Amarela)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Colorido (Frequência Verde-Lima)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Colorido (Frequência Rosa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Colorido (Frequência Cinza)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Colorido (Frequência Cinza-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Colorido (Frequência Ciano)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Colorido (Frequência Roxa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Colorido (Frequência Azul)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Colorido (Frequência Marrom)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Colorido (Frequência Verde)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Colorido (Frequência Vermelha)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedra Colorido (Frequência Preta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Colorido (Frequência Branca)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Colorido (Frequência Laranja)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Colorido (Frequência Magenta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Colorido (Frequência Azul-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Colorido (Frequência Amarela)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Colorido (Frequência Verde-Lima)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Colorido (Frequência Rosa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Colorido (Frequência Cinza)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Colorido (Frequência Cinza-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Colorido (Frequência Ciano)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Colorido (Frequência Roxa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Colorido (Frequência Azul)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Colorido (Frequência Marrom)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Colorido (Frequência Verde)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Colorido (Frequência Vermelha)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Quartzo Colorido (Frequência Preta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Areia de Almas Colorido (Frequência Branca)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Areia de Almas Colorido (Frequência Laranja)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Areia de Almas Colorido (Frequência Magenta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Areia de Almas Colorido (Frequência Azul-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Areia de Almas Colorido (Frequência Amarela)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Areia de Almas Colorido (Frequência Verde-Lima)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Areia de Almas Colorido (Frequência Rosa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Areia de Almas Colorido (Frequência Cinza)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Areia de Almas Colorido (Frequência Cinza-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Areia de Almas Colorido (Frequência Ciano)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Areia de Almas Colorido (Frequência Roxa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Areia de Almas Colorido (Frequência Azul)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Areia de Almas Colorido (Frequência Marrom)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Areia de Almas Colorido (Frequência Verde)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Areia de Almas Colorido (Frequência Vermelha)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Areia de Almas Colorido (Frequência Preta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lâmpada de Redstone Colorido (Frequência Branca)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lâmpada de Redstone Colorido (Frequência Laranja)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lâmpada de Redstone Colorido (Frequência Magenta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lâmpada de Redstone Colorido (Frequência Azul-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lâmpada de Redstone Colorido (Frequência Amarela)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lâmpada de Redstone Colorido (Frequência Verde-Lima)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lâmpada de Redstone Colorido (Frequência Rosa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lâmpada de Redstone Colorido (Frequência Cinza)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lâmpada de Redstone Colorido (Frequência Cinza-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lâmpada de Redstone Colorido (Frequência Ciano)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lâmpada de Redstone Colorido (Frequência Roxa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lâmpada de Redstone Colorido (Frequência Azul)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lâmpada de Redstone Colorido (Frequência Marrom)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lâmpada de Redstone Colorido (Frequência Verde)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lâmpada de Redstone Colorido (Frequência Vermelha)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Lâmpada de Redstone Colorido (Frequência Preta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Colorido (Frequência Branca)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Colorido (Frequência Laranja)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Colorido (Frequência Magenta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Colorido (Frequência Azul-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Colorido (Frequência Amarela)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Colorido (Frequência Verde-Lima)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Colorido (Frequência Rosa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Colorido (Frequência Cinza)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Colorido (Frequência Cinza-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Colorido (Frequência Ciano)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Colorido (Frequência Roxa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Colorido (Frequência Azul)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Colorido (Frequência Marrom)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Colorido (Frequência Verde)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Colorido (Frequência Vermelha)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Tijolos Colorido (Frequência Preta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Colorido (Frequência Branca)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Colorido (Frequência Laranja)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Colorido (Frequência Magenta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Colorido (Frequência Azul-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Colorido (Frequência Amarela)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Colorido (Frequência Verde-Lima)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Colorido (Frequência Rosa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Colorido (Frequência Cinza)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Colorido (Frequência Cinza-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Colorido (Frequência Ciano)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Colorido (Frequência Roxa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Colorido (Frequência Azul)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Colorido (Frequência Marrom)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Colorido (Frequência Verde)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Colorido (Frequência Vermelha)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Pedregulho Colorido (Frequência Preta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Lápis-Lazúli Colorido (Frequência Branca)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Lápis-Lazúli Colorido (Frequência Laranja)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Lápis-Lazúli Colorido (Frequência Magenta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Lápis-Lazúli Colorido (Frequência Azul-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Lápis-Lazúli Colorido (Frequência Amarela)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Lápis-Lazúli Colorido (Frequência Verde-Lima)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Lápis-Lazúli Colorido (Frequência Rosa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Lápis-Lazúli Colorido (Frequência Cinza)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Lápis-Lazúli Colorido (Frequência Cinza-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Lápis-Lazúli Colorido (Frequência Ciano)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Lápis-Lazúli Colorido (Frequência Roxa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Lápis-Lazúli Colorido (Frequência Azul)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Lápis-Lazúli Colorido (Frequência Marrom)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Lápis-Lazúli Colorido (Frequência Verde)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Lápis-Lazúli Colorido (Frequência Vermelha)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Lápis-Lazúli Colorido (Frequência Preta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Obsidiana Colorido (Frequência Branca)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Obsidiana Colorido (Frequência Laranja)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Obsidiana Colorido (Frequência Magenta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Obsidiana Colorido (Frequência Azul-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Obsidiana Colorido (Frequência Amarela)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Obsidiana Colorido (Frequência Verde-Lima)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Obsidiana Colorido (Frequência Rosa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Obsidiana Colorido (Frequência Cinza)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Obsidiana Colorido (Frequência Cinza-Claro)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Obsidiana Colorido (Frequência Ciano)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Obsidiana Colorido (Frequência Roxa)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Obsidiana Colorido (Frequência Azul)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Obsidiana Colorido (Frequência Marrom)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Obsidiana Colorido (Frequência Verde)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Obsidiana Colorido (Frequência Vermelha)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Obsidiana Colorido (Frequência Preta)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Redstone Colorido (Frequência Branca)
appliedenergistics2:item.ItemFacade:0, Fachada de Cabos - Bloco de Redstone Colorido (Frequência Laranja)
